client_id,birthdate,state,gender,is_churn
cx11859,1969-06-17,st15,cg1,False
cx34311,1968-06-15,st15,cg1,False
cx12065,1955-04-19,st25,cg1,True
cx26397,1982-05-06,st15,cg2,False
cx23851,1959-05-14,st25,cg2,False
cx36256,1954-09-15,st25,cg1,False
cx13063,1957-04-12,st15,cg2,False
cx31421,1965-10-21,st25,cg1,False
cx32792,1964-10-26,st13,cg2,False
cx06109,1953-05-06,st15,cg1,False
cx34264,1959-05-15,st25,cg1,False
cx24911,1953-09-06,st15,cg1,False
cx15120,1969-12-27,st15,cg1,False
cx23331,1975-12-06,st15,cg1,False
cx06425,1961-04-01,st25,cg1,True
cx05467,1954-07-09,st15,cg1,False
cx09163,1976-06-27,st15,cg2,False
cx16409,1981-07-04,st19,cg1,False
cx21616,1988-10-22,st25,cg1,False
cx13693,1957-07-05,st15,cg1,False
cx32399,1978-12-03,st15,cg2,False
cx37441,1959-04-22,st15,cg1,False
cx22156,1969-02-03,st15,cg1,True
cx01674,1950-06-03,st15,cg1,False
cx21998,1959-12-27,st15,cg1,True
cx26653,1958-12-15,st15,cg1,False
cx38532,1967-11-21,st15,cg1,False
cx19305,1959-06-13,st25,cg1,False
cx18246,1954-10-24,st25,cg2,True
cx37160,1959-08-20,st25,cg1,False
cx13842,1967-12-21,st15,cg1,False
cx24576,1981-05-16,st15,cg1,False
cx24582,1957-05-15,st15,cg1,True
cx30482,1945-02-26,st15,cg2,False
cx16707,1963-05-11,st25,cg2,True
cx00071,1957-11-22,st25,cg1,False
cx14314,1972-05-22,st15,cg1,False
cx04153,1965-05-11,st25,cg1,False
cx15259,1972-07-15,st15,cg1,False
cx10633,1982-05-17,st15,cg2,False
cx03417,1965-10-19,st15,cg1,True
cx26693,1969-09-29,st15,cg1,False
cx07730,1959-04-26,st25,cg1,False
cx33096,1965-09-03,st25,cg1,True
cx00430,1963-09-29,st12,cg2,False
cx09253,1959-06-11,st15,cg1,True
cx12733,1971-01-28,st15,cg1,False
cx20825,1965-01-01,st15,cg2,False
cx14713,1969-01-04,st15,cg1,False
cx30745,1962-04-27,st15,cg1,False
cx38550,1952-09-05,st25,cg1,False
cx01292,1988-11-08,st15,cg1,False
cx20767,1950-02-18,st15,cg1,True
cx11671,1962-12-15,st15,cg1,True
cx05992,1962-01-23,st15,cg2,True
cx20433,1976-05-17,st08,cg1,False
cx06889,1954-11-20,st15,cg2,False
cx38127,1967-04-11,st15,cg1,False
cx13064,1962-06-21,st15,cg2,False
cx35979,1944-09-08,st15,cg2,False
cx35965,1955-12-24,st25,cg1,False
cx18648,1970-05-17,st25,cg2,False
cx18026,1952-10-21,st15,cg1,False
cx23160,1969-12-13,st25,cg2,True
cx29226,1957-07-25,st15,cg1,False
cx33373,1963-04-03,st15,cg1,False
cx10950,1970-07-30,st25,cg2,False
cx23824,1967-06-01,st15,cg2,True
cx19856,1971-10-10,st15,cg2,False
cx20468,1971-08-29,st25,cg1,False
cx23993,1962-03-17,st15,cg1,False
cx36676,1971-09-04,st25,cg1,False
cx33604,1957-02-03,st15,cg1,False
cx26793,1956-11-09,st15,cg1,False
cx13060,1948-07-18,st25,cg2,False
cx26864,1946-04-05,st15,cg1,False
cx24810,1955-10-18,st15,cg1,False
cx35565,1955-05-03,st15,cg1,False
cx17042,1949-01-12,st15,cg2,False
cx33396,1965-03-15,st25,cg2,False
cx19949,1960-06-29,st25,cg2,False
cx20163,1950-05-25,st25,cg2,False
cx11800,1955-10-24,st15,cg1,False
cx25913,1969-04-02,st15,cg2,False
cx35386,1945-09-12,st25,cg2,False
cx12054,1948-09-02,st25,cg2,True
cx05854,1986-03-22,st25,cg2,True
cx13823,1970-02-23,st15,cg2,False
cx28951,1952-08-26,st25,cg1,False
cx12180,1985-08-21,st15,cg1,True
cx19793,1970-03-08,st05,cg1,False
cx02894,1939-09-06,st25,cg1,False
cx24773,1951-04-11,st25,cg1,False
cx04401,1956-06-21,st25,cg2,True
cx05101,1942-05-20,st15,cg1,False
cx21655,1951-05-22,st15,cg1,False
cx26280,1953-07-01,st15,cg2,False
cx26220,1949-05-25,st15,cg1,False
cx10889,1949-02-04,st15,cg1,False
cx36406,1962-08-02,st15,cg2,False
cx03841,1940-12-03,st15,cg2,False
cx05937,1969-07-20,st15,cg1,True
cx16810,1970-12-28,st15,cg1,False
cx26545,1950-08-06,st15,cg1,True
cx35895,1943-02-02,st15,cg1,False
cx15108,1961-05-22,st25,cg1,False
cx23157,1964-07-03,st25,cg1,True
cx12094,1943-04-13,st15,cg2,False
cx01688,1957-09-30,st15,cg1,True
cx14784,1954-06-04,st25,cg1,True
cx34255,1963-10-14,st25,cg2,True
cx22531,1959-03-01,st25,cg1,False
cx12624,1975-02-08,st15,cg2,False
cx05228,1936-08-28,st25,cg1,False
cx10313,1929-09-04,st15,cg2,True
cx21809,1957-08-17,st15,cg1,False
cx01073,1952-01-09,st25,cg1,False
cx12822,1952-02-14,st25,cg1,False
cx26648,1949-08-31,st25,cg1,True
cx09041,1956-02-06,st15,cg1,False
cx22035,1967-02-14,st15,cg2,False
cx06015,1947-05-10,st15,cg1,False
cx36295,1962-10-01,st15,cg1,False
cx01427,1951-12-26,st15,cg1,False
cx32590,1966-07-05,st15,cg2,True
cx07238,1966-09-13,st15,cg1,False
cx14460,1955-08-31,st15,cg2,False
cx22952,1999-11-27,st15,cg2,False
cx01347,1940-02-26,st15,cg2,False
cx26891,1953-05-30,st15,cg2,True
cx13594,1971-10-12,st15,cg2,False
cx26399,1984-06-04,st15,cg1,False
cx32862,1970-11-02,st25,cg1,False
cx13502,1988-04-19,st04,cg1,False
cx31943,1936-10-24,st15,cg2,True
cx37011,1951-01-05,st15,cg1,True
cx20175,1955-10-03,st25,cg1,False
cx01175,1966-04-29,st25,cg2,False
cx17861,1979-04-01,st15,cg2,False
cx03641,1961-10-02,st25,cg1,False
cx11905,1961-04-21,st25,cg1,False
cx37428,1961-12-28,st25,cg1,False
cx03105,1964-07-03,st08,cg1,True
cx14096,1967-04-27,st25,cg1,False
cx08905,1956-01-01,st15,cg2,False
cx14580,1959-11-12,st15,cg2,False
cx23728,1962-08-31,st25,cg2,True
cx25192,1966-04-10,st25,cg2,False
cx37466,1957-12-14,st25,cg2,False
cx27699,1965-05-17,st25,cg1,True
cx26157,1968-12-20,st25,cg1,False
cx38742,1973-06-27,st25,cg2,True
cx22580,1955-12-30,st25,cg2,False
cx02349,1961-11-23,st25,cg1,False
cx01732,1950-12-20,st15,cg2,False
cx33941,1959-11-26,st15,cg2,False
cx31257,1959-12-03,st18,cg1,False
cx07500,1948-05-26,st15,cg2,True
cx08322,1959-11-09,st15,cg2,False
cx30946,1960-10-30,st15,cg1,False
cx03605,1967-11-09,st25,cg2,False
cx00448,1967-06-10,st15,cg2,False
cx21281,1964-01-05,st15,cg2,False
cx24073,1945-03-14,st21,cg1,False
cx27050,1947-03-14,st15,cg1,False
cx17572,1957-04-10,st15,cg1,True
cx03389,1969-10-18,st15,cg2,False
cx21422,1971-06-12,st15,cg2,False
cx25734,1971-08-20,st25,cg1,False
cx15182,1962-12-05,st25,cg1,True
cx31906,1965-11-09,st15,cg2,True
cx30190,1967-01-04,st15,cg1,False
cx03636,1970-11-02,st25,cg1,False
cx27846,1970-10-08,st25,cg2,False
cx18822,1978-02-04,st15,cg2,False
cx17478,1942-11-28,st15,cg2,False
cx32115,1948-11-10,st25,cg1,False
cx25889,1963-10-14,st25,cg2,True
cx24970,1964-07-19,st15,cg2,False
cx04505,1964-12-27,st15,cg2,False
cx18358,1945-11-15,st15,cg2,False
cx15269,1972-06-29,st25,cg2,False
cx10599,1968-03-08,st25,cg2,False
cx38379,1956-07-14,st15,cg1,False
cx18340,1969-03-06,st15,cg1,False
cx01847,1976-02-14,st25,cg1,False
cx18509,1971-06-13,st15,cg2,False
cx15889,1949-02-05,st15,cg2,False
cx31930,1966-01-15,st25,cg1,False
cx00854,1950-05-29,st15,cg2,False
cx28320,1975-12-27,st15,cg2,False
cx07307,1987-12-11,st15,cg1,False
cx07389,1956-12-21,st15,cg1,False
cx21411,1970-12-12,st08,cg2,False
cx12236,1934-07-03,st15,cg2,True
cx01792,1951-06-15,st15,cg1,False
cx20417,1964-11-13,st15,cg2,False
cx29079,1950-01-19,st15,cg1,False
cx17341,1954-06-26,st18,cg2,False
cx13816,1990-01-01,st08,cg2,True
cx00274,1964-12-16,st25,cg1,False
cx26169,1967-07-22,st25,cg2,False
cx24703,1987-12-21,st15,cg1,False
cx31342,1985-05-06,st25,cg1,False
cx38264,1957-09-02,st15,cg2,True
cx11282,1944-01-24,st15,cg1,False
cx26621,1965-09-17,st15,cg2,False
cx07337,1955-01-05,st25,cg2,False
cx28570,1942-06-08,st15,cg1,False
cx29322,1953-05-23,st15,cg1,False
cx32075,1972-08-17,st15,cg1,True
cx22816,1971-03-28,st15,cg2,False
cx24181,1959-03-01,st15,cg1,True
cx14655,1964-03-03,st15,cg1,False
cx18363,1954-05-08,st15,cg1,False
cx34850,1960-06-16,st15,cg1,False
cx12473,1949-02-17,st15,cg1,False
cx18006,1938-09-22,st15,cg1,False
cx38137,1966-02-10,st15,cg2,False
cx12528,1956-07-16,st15,cg2,False
cx20868,1941-03-19,st15,cg1,True
cx35649,1965-03-18,st15,cg1,True
cx23747,1959-01-24,st15,cg2,True
cx09173,1960-11-12,st15,cg2,False
cx32039,1955-11-11,st15,cg1,False
cx22763,1975-06-05,st15,cg1,False
cx33328,1981-08-09,st15,cg1,False
cx34533,1987-03-31,st15,cg1,False
cx19229,1946-12-06,st15,cg1,False
cx37760,1952-02-11,st15,cg1,False
cx01683,1948-03-25,st15,cg1,False
cx14222,1944-10-16,st15,cg2,True
cx26389,1949-12-15,st15,cg1,False
cx23038,1954-01-09,st15,cg2,False
cx12365,1965-10-21,st15,cg1,True
cx38403,1938-12-15,st15,cg2,True
cx25457,1964-11-24,st15,cg1,False
cx28575,1973-06-14,st15,cg1,False
cx12948,1950-05-15,st15,cg1,False
cx20154,1959-02-17,st25,cg1,False
cx07881,1969-01-15,st25,cg2,False
cx04035,1969-07-07,st25,cg2,False
cx08845,1967-09-29,st15,cg2,False
cx15979,1952-01-06,st15,cg2,False
cx01797,1951-05-01,st15,cg1,False
cx11223,1965-06-06,st15,cg1,False
cx07981,1969-02-10,st25,cg1,True
cx02950,1969-09-03,st25,cg1,False
cx11552,1948-01-22,st15,cg1,True
cx18886,1961-09-14,st15,cg1,False
cx12987,1957-05-25,st04,cg1,False
cx20186,1961-06-03,st25,cg2,False
cx22102,1966-04-29,st15,cg2,True
cx27754,1969-04-16,st15,cg1,False
cx20634,1962-03-02,st15,cg2,False
cx32123,1955-07-17,st15,cg2,False
cx13589,1972-08-05,st15,cg2,True
cx09930,1973-10-28,st25,cg1,False
cx26255,1953-11-24,st15,cg1,False
cx12669,1935-08-14,st25,cg1,False
cx15591,1954-03-17,st15,cg1,False
cx38447,1980-03-05,st25,cg1,False
cx00506,1971-12-24,st15,cg2,False
cx20547,1953-10-28,st15,cg1,False
cx05031,1951-09-03,st15,cg1,True
cx37135,1954-02-04,st15,cg1,False
cx23785,1969-12-20,st15,cg1,False
cx16901,1981-06-23,st04,cg1,False
cx10466,1971-10-19,st15,cg2,False
cx12025,1957-08-10,st04,cg2,False
cx31429,1961-04-19,st25,cg1,False
cx10398,1954-08-16,st15,cg2,False
cx17764,1959-11-26,st15,cg2,False
cx26368,1968-11-29,st15,cg2,False
cx03379,1971-09-15,st15,cg2,True
cx22460,1955-09-12,st15,cg2,False
cx29629,1971-08-15,st08,cg1,False
cx35078,1954-08-20,st15,cg2,False
cx32020,1952-01-21,st15,cg2,False
cx12234,1960-01-29,st15,cg1,False
cx23354,1954-06-28,st15,cg1,False
cx09289,1957-10-31,st15,cg1,False
cx09565,1960-02-10,st15,cg1,False
cx00954,1959-05-11,st15,cg2,False
cx31673,1966-07-02,st15,cg2,False
cx38308,1974-01-04,st15,cg1,False
cx32580,1960-06-01,st15,cg2,False
cx13197,1970-07-11,st15,cg1,False
cx06443,1950-11-26,st15,cg1,False
cx09921,1955-09-04,st15,cg1,False
cx33076,1951-07-16,st15,cg1,False
cx02326,1947-11-14,st15,cg2,False
cx17214,1988-02-23,st25,cg2,False
cx26998,1943-03-19,st15,cg2,False
cx07025,1972-12-01,st15,cg2,False
cx32100,1965-12-31,st15,cg2,False
cx34837,1974-10-02,st15,cg1,False
cx15704,1953-02-10,st15,cg2,True
cx31747,1948-07-25,st15,cg1,True
cx00510,1955-01-17,st15,cg1,True
cx10431,1967-03-02,st15,cg1,False
cx07529,1954-01-19,st25,cg1,False
cx21863,1949-03-17,st25,cg1,True
cx16070,1967-06-01,st25,cg1,False
cx28435,1943-04-03,st25,cg1,False
cx21217,1961-08-27,st25,cg1,False
cx27285,1959-01-07,st15,cg1,False
cx18955,1962-08-16,st15,cg1,False
cx09302,1970-02-27,st15,cg2,False
cx07679,1957-08-16,st15,cg1,True
cx38701,1967-08-23,st15,cg2,False
cx27769,1969-10-12,st15,cg1,False
cx37737,1935-11-06,st25,cg1,True
cx05750,1966-01-12,st25,cg2,False
cx37259,1959-01-01,st25,cg2,False
cx30556,1948-07-03,st25,cg1,False
cx32694,1954-04-09,st25,cg2,False
cx31433,1958-10-31,st15,cg1,False
cx13089,1960-01-04,st25,cg1,True
cx35642,1961-05-23,st15,cg1,False
cx25623,1992-11-16,st25,cg1,False
cx25266,1981-07-29,st15,cg1,True
cx14086,1939-03-03,st15,cg1,False
cx07887,1965-06-20,st08,cg2,False
cx03856,1945-09-14,st15,cg1,False
cx19691,1968-01-27,st15,cg1,False
cx23051,1971-08-20,st25,cg1,False
cx37208,1955-11-15,st15,cg2,False
cx10836,1955-12-11,st15,cg2,False
cx29028,1951-03-30,st15,cg1,True
cx20872,1970-03-21,st15,cg1,False
cx37284,1965-08-16,st25,cg1,True
cx13605,1951-06-20,st25,cg1,False
cx24179,1965-04-26,st15,cg2,True
cx06165,1963-05-25,st21,cg1,False
cx29771,1973-11-27,st15,cg1,False
cx20130,1951-08-05,st15,cg1,True
cx38415,1965-09-04,st15,cg1,False
cx34508,1946-08-30,st15,cg1,False
cx09419,1964-10-18,st15,cg1,True
cx20785,1946-06-19,st15,cg2,False
cx08421,1957-02-13,st15,cg1,False
cx02056,1973-03-09,st15,cg2,True
cx15242,1961-08-14,st15,cg2,True
cx36751,1973-05-21,st15,cg1,False
cx07202,1987-08-15,st25,cg1,False
cx32808,1971-11-16,st25,cg1,False
cx02324,1949-05-14,st15,cg1,False
cx13917,1968-10-20,st15,cg1,False
cx38250,1948-11-20,st15,cg1,False
cx35354,1955-01-04,st15,cg1,True
cx03503,1950-01-05,st15,cg1,False
cx01458,1951-11-15,st15,cg2,True
cx06120,1959-08-13,st15,cg1,False
cx04751,1953-01-27,st15,cg2,True
cx01913,1938-08-10,st25,cg1,False
cx22971,1956-06-16,st25,cg2,False
cx26339,1965-05-20,st15,cg2,False
cx38078,1969-01-25,st15,cg2,True
cx24067,1970-11-16,st25,cg2,False
cx09479,1963-02-13,st25,cg2,False
cx26163,1958-07-26,st15,cg1,False
cx12472,1939-03-10,st15,cg2,False
cx02232,1971-06-22,st25,cg1,True
cx19316,1951-09-04,st15,cg1,False
cx01454,1983-08-07,st15,cg2,True
cx12909,1956-03-15,st25,cg1,False
cx36857,1966-11-30,st15,cg2,False
cx13209,1957-04-15,st25,cg1,True
cx25947,1955-11-30,st15,cg1,False
cx02309,1954-06-24,st15,cg1,True
cx28031,1969-12-19,st25,cg1,False
cx35547,1955-02-22,st25,cg1,False
cx02829,1967-10-03,st15,cg1,False
cx00323,1965-09-17,st15,cg2,True
cx29610,1971-04-26,st15,cg1,True
cx36614,1973-07-12,st15,cg1,False
cx24447,1950-12-31,st15,cg1,False
cx23586,1955-10-08,st15,cg1,False
cx00880,1956-05-30,st15,cg2,False
cx04708,1959-09-25,st15,cg1,False
cx01485,1948-09-20,st15,cg1,False
cx19274,1967-10-09,st15,cg1,False
cx15632,1961-05-08,st15,cg1,False
cx30902,1949-05-31,st15,cg1,False
cx07232,1982-06-01,st15,cg1,False
cx33597,1954-09-19,st15,cg1,False
cx17203,1986-04-13,st15,cg2,False
cx24219,1953-12-22,st15,cg1,False
cx09166,1955-09-23,st15,cg1,False
cx07324,1961-02-13,st15,cg2,False
cx26197,1956-02-29,st15,cg1,True
cx26920,1970-07-20,st25,cg1,True
cx18790,1952-05-23,st25,cg1,True
cx33101,1987-06-15,st04,cg1,True
cx23829,1961-04-15,st15,cg2,True
cx10841,1952-05-01,st15,cg1,False
cx00533,1960-04-18,st15,cg1,False
cx31468,1953-10-12,st25,cg1,False
cx36828,1970-04-08,st15,cg1,False
cx01396,1965-07-10,st15,cg2,False
cx02852,1953-12-27,st15,cg2,False
cx28000,1972-04-17,st15,cg2,False
cx18295,1966-08-11,st25,cg1,False
cx23866,1986-02-26,st15,cg2,False
cx15918,1972-07-20,st25,cg1,False
cx06671,1969-02-05,st15,cg1,True
cx21887,1965-04-09,st15,cg1,False
cx15645,1963-10-26,st15,cg2,False
cx08570,1967-09-21,st25,cg1,False
cx21935,1952-03-30,st15,cg1,True
cx14207,1961-12-01,st15,cg1,False
cx12359,1962-02-15,st02,cg1,False
cx10907,1972-12-24,st15,cg1,False
cx26993,1967-06-24,st15,cg1,False
cx33126,1964-04-24,st15,cg1,False
cx12285,1955-02-09,st15,cg2,False
cx34443,1967-01-24,st15,cg1,False
cx19705,1961-09-03,st15,cg1,False
cx15666,1956-11-24,st15,cg1,False
cx31046,1973-11-22,st15,cg1,False
cx38588,1966-04-16,st15,cg1,False
cx29721,1947-10-10,st15,cg2,False
cx37141,1966-10-08,st25,cg2,False
cx00375,1969-04-14,st25,cg1,False
cx32799,1973-10-18,st15,cg1,False
cx30156,1953-06-11,st15,cg1,False
cx38118,1972-12-29,st15,cg2,False
cx32602,1964-11-16,st15,cg1,True
cx02886,1975-09-21,st15,cg1,False
cx19835,1965-09-11,st15,cg2,False
cx16225,1965-11-29,st15,cg2,True
cx18721,1961-08-30,st15,cg1,False
cx08477,1961-01-07,st25,cg1,True
cx17018,1969-12-25,st25,cg2,False
cx32815,1963-07-23,st25,cg1,False
cx23946,1966-07-17,st25,cg2,False
cx15102,1968-08-07,st25,cg2,False
cx29503,1963-08-25,st25,cg1,False
cx15786,1967-03-15,st25,cg1,False
cx14066,1961-12-20,st15,cg1,False
cx21434,1962-02-06,st15,cg1,False
cx23317,1954-09-23,st15,cg1,False
cx06836,1952-07-11,st15,cg1,False
cx21630,1972-04-20,st15,cg2,False
cx28831,1976-01-04,st15,cg2,True
cx31778,1969-05-17,st15,cg1,False
cx34257,1970-09-28,st15,cg2,False
cx06316,1963-01-01,st15,cg2,False
cx11808,1958-05-15,st25,cg1,True
cx15323,1952-08-10,st25,cg1,False
cx02363,1985-04-13,st15,cg1,False
cx06355,1942-06-17,st15,cg1,False
cx21715,1958-10-28,st15,cg2,False
cx25124,1979-11-03,st24,cg1,False
cx12431,1957-04-11,st25,cg1,False
cx09621,1972-02-27,st15,cg1,False
cx20111,1970-02-20,st15,cg1,False
cx31451,1963-08-09,st15,cg1,True
cx22826,1956-05-14,st15,cg2,True
cx14472,1966-11-19,st15,cg2,False
cx18777,1960-07-18,st15,cg2,False
cx29783,1969-03-16,st15,cg1,False
cx22348,1958-02-23,st15,cg2,False
cx38503,1948-05-14,st15,cg1,False
cx33424,1968-10-29,st15,cg2,False
cx11479,1961-08-08,st15,cg1,False
cx31201,1975-12-12,st15,cg2,False
cx23663,1972-09-13,st25,cg2,False
cx08603,1959-04-18,st15,cg2,False
cx18428,1975-03-03,st15,cg2,False
cx01537,1971-10-18,st25,cg1,False
cx23550,1943-12-12,st25,cg2,False
cx09596,1967-12-23,st15,cg1,False
cx07746,1947-09-27,st15,cg1,False
cx23192,1973-08-17,st21,cg2,False
cx22901,1964-10-20,st25,cg1,False
cx05684,1972-09-29,st25,cg2,True
cx01641,1946-01-17,st18,cg1,False
cx15136,1972-03-14,st15,cg2,True
cx05491,1972-11-23,st15,cg2,False
cx22038,1963-09-30,st15,cg1,True
cx23849,1981-02-25,st15,cg1,False
cx03530,1968-01-03,st21,cg1,False
cx11837,1970-10-27,st21,cg1,False
cx34147,1964-02-06,st25,cg2,False
cx01901,1970-02-14,st25,cg2,False
cx29882,1989-09-18,st15,cg1,False
cx20910,1966-02-19,st21,cg1,False
cx23952,1964-07-11,st25,cg2,False
cx18880,1947-09-22,st25,cg1,False
cx13932,1969-02-18,st25,cg1,False
cx34633,1968-10-18,st25,cg1,False
cx00476,1954-07-09,st15,cg2,False
cx20829,1971-10-30,st15,cg1,False
cx23446,1950-09-23,st25,cg1,False
cx32950,1990-05-11,st25,cg2,False
cx27637,1954-09-05,st25,cg1,False
cx01158,1943-01-28,st25,cg1,False
cx24409,1942-04-08,st15,cg2,False
cx05196,1972-06-12,st15,cg1,False
cx29561,1975-05-30,st25,cg2,False
cx38055,1986-02-23,st21,cg1,False
cx29015,1952-09-06,st21,cg1,False
cx27221,1966-12-08,st15,cg2,True
cx16356,1983-12-08,st21,cg2,False
cx15838,1946-03-14,st21,cg1,True
cx07097,1970-03-06,st25,cg1,False
cx20064,1967-05-30,st21,cg1,False
cx25711,1963-04-10,st25,cg1,False
cx20381,1987-10-25,st21,cg2,False
cx16913,1963-05-27,st15,cg2,False
cx18000,1964-09-15,st15,cg1,True
cx31035,1959-10-02,st15,cg1,False
cx13597,1955-08-21,st21,cg1,False
cx25267,1959-07-16,st15,cg1,False
cx19731,1966-07-25,st15,cg2,False
cx30663,1956-01-05,st25,cg1,False
cx25871,1983-10-14,st08,cg1,False
cx14753,1967-06-01,st15,cg2,True
cx10531,1964-08-17,st15,cg1,False
cx02864,1964-02-16,st21,cg1,False
cx13971,1975-09-02,st15,cg2,False
cx17920,1956-01-19,st15,cg2,False
cx16037,1949-06-30,st15,cg2,False
cx35911,1971-11-08,st15,cg1,False
cx27986,1955-02-10,st15,cg1,False
cx08088,1961-05-27,st25,cg1,False
cx16701,1968-03-06,st21,cg1,False
cx00005,1965-08-16,st25,cg1,True
cx27733,1977-10-15,st25,cg2,False
cx10993,1974-01-23,st25,cg2,True
cx07955,1966-02-24,st21,cg1,False
cx27151,1970-11-04,st25,cg2,False
cx05383,1967-06-21,st25,cg1,True
cx13652,1946-07-16,st15,cg1,False
cx28564,1974-04-27,st15,cg1,False
cx37201,1944-03-06,st15,cg2,False
cx03694,1966-10-08,st15,cg2,False
cx29270,1954-01-29,st15,cg1,False
cx32637,1974-11-15,st15,cg2,False
cx06254,1976-10-01,st15,cg1,True
cx35226,1970-09-03,st15,cg2,False
cx22278,1975-02-25,st25,cg2,False
cx19413,1970-04-15,st21,cg1,False
cx32292,1961-07-08,st21,cg1,True
cx22017,1974-10-19,st15,cg1,False
cx21526,1963-07-21,st15,cg2,True
cx13639,1953-01-03,st21,cg1,False
cx12326,1955-04-17,st25,cg1,False
cx07719,1952-04-01,st25,cg1,False
cx17367,1965-06-15,st25,cg1,False
cx35523,1968-05-16,st15,cg1,False
cx22147,1979-04-22,st15,cg1,False
cx37850,1971-07-19,st15,cg2,False
cx07095,1959-01-29,st15,cg1,True
cx37827,1976-08-01,st15,cg1,False
cx30876,1954-06-07,st25,cg1,False
cx27247,1958-03-19,st25,cg2,False
cx19033,1959-01-20,st25,cg1,True
cx07412,1972-04-12,st15,cg1,False
cx03929,1963-08-18,st25,cg1,False
cx30313,1963-06-11,st15,cg1,False
cx01035,1957-12-14,st15,cg1,False
cx12002,1975-10-29,st15,cg2,True
cx32192,1953-02-15,st15,cg1,False
cx27363,1954-11-05,st25,cg1,True
cx18984,1959-09-11,st25,cg1,False
cx04991,1963-01-03,st25,cg2,False
cx01180,1973-04-09,st25,cg1,False
cx32247,1973-09-27,st25,cg1,True
cx31792,1962-04-20,st15,cg1,False
cx28074,1983-04-25,st21,cg1,False
cx10799,1944-07-31,st15,cg2,False
cx09751,1962-11-18,st15,cg2,False
cx32108,1968-12-03,st15,cg1,False
cx05307,1970-07-01,st15,cg1,False
cx24024,1969-11-04,st15,cg1,False
cx20884,1951-07-13,st25,cg2,False
cx03987,1962-07-06,st25,cg1,False
cx08920,1951-05-13,st15,cg1,True
cx04738,1959-06-21,st25,cg1,False
cx16258,1968-12-23,st25,cg1,True
cx24613,1972-08-15,st25,cg1,False
